Model,EOSL Date,Source URL,Vendor
7825H Media Convergence Server,2019-12-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
7815I Media Convergence Server,2019-12-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 7825H Media Convergence Server,2019-12-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 7815I Media Convergence Server,2019-12-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C220 M3 Server,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
7845I Media Convergence Server,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7845-H2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7845-H2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7845-I3,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7845-I2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7845-I2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7835-H2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7835-H2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7835-I2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 7845I Media Convergence Server,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7835-I2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7828-I5 UC Manager Business Edition Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7845-H2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7825-H4,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7845-H2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7825-H4 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7845-I3,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7845-I2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7845-I2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7825-I4,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7835-H2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7825-I4 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7835-H2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7825-I3,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7835-I3,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7825-I3 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7835-I2,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7835-I2 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7828-I5 UC Manager Business Edition Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7825-H4,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7825-H4 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7825-I4,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7825-I4 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7825-I3,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7825-I3 Unified Communications Manager Appliance,2019-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 4948 (300 W AC Power),2020-01-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 1000V,2020-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B22 M3 Blade Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B230 M2 Blade Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B440 M2 High-Performance Blade Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C22 M3 Rack Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C24 M3 Rack Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C260 M2 Rack Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C460 M2 High Performance Rack Server,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 10-GPS 8-Port FCoE Module,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9222i 8Gb-IP Switch,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
9222I 8GB/Sec IP Switch,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
9304 18-port FC and 4-port GE Module,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9222i Multiservice Modular Switch,2020-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco ME 2600X 44FA-A-K9 Switch,2020-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco ME 2600X 44FA-D-K9 Switch,2020-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco ME 2600X 44FE-D-K9 Switch,2020-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6550 24 Port Fabric Enabled,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500 24 Port Fabric Enabled,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Blade Switch 3120 for HP,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS Invicta B3116 Blade,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS Invicta C3124SA,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS Invicta Scaling System,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Whiptail Racerunner 4.x,2020-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Business Edition 7000 (Cisco UCS M3 Server),2020-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASR 9000 Series Integrated Service Module,2020-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Select Cisco 888 Integrated Services Routers,2020-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Select WAN/LAN modules and cables for ISR G1,2020-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Nexus 5548P Switch,2020-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 5548P Switch,2020-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2918-24TC-C Switch,2020-10-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
9148 8GB Switch,2020-10-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2918-48TC-C Switch,2020-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2918-48TT-C Switch,2020-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2918-24TT-C Switch,2020-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9148 Multilayer Fabric Switch,2020-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Prime NAM 2320 Appliance,2020-11-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Prime NAM 2304 Appliance,2020-11-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3560-X,2021-01-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3750-X,2021-01-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco ME 3400-24FS-A Switch,2021-01-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 F2-Series 48-Port 1 and 10 Gigabit Ethernet Module,2021-01-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C420 M3 Rack Server,2021-02-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Fabric Manager Server,2021-03-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASR 1000 Series,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS42,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Select Cisco C880 Servers,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS22P,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS42P,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX90,2021-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS22,2021-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3750V2,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3560V2,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR16,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR24,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750V2-48PS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750V2-48TS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750V2-24FS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750V2-24PS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560V2-48PS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560V2-48TS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560V2-24DC Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560V2-24PS Switch-24PS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560V2-24TS Switch,2021-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Nexus 3064 Switch,2021-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Nexus 3064-T Switch,2021-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR42E,2021-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 7600 Series Routers,2021-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
TelePresence Server MSE 8710,2021-08-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Select Cisco 12-Gbps Solid State Drives,2021-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3750X,2021-10-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 4900M,2021-10-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 2911 Integrated Services Router Temperature-Tolerant System,2021-10-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3132Q Switch (40 GE),2021-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3500 Series Switches,2021-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 M1-Series (XL Version) I/O Modules,2021-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco UCS 5108 Blade Server Chassis N20-C6508,2021-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Aironet 2600 Series,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Aironet 2602i,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Aironet 2602e,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C240 M3 Rack Server,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B200 M3 Blade Server,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B420 M3 Blade Server,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS SAS RAID Controllers,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 819 Hardened Integrated Services Router,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 1941W Integrated Services Router,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Select Server Nodes for Cisco UCS C3160 Rack Servers,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS C220 M3,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-10PK-C220,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-10PK-C220M3L,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-10PK-C220M3S,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-AIRBAF-C220,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-C220-M3L,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-C220-M3L-CH,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-C220-M3L-CH2,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-C220-M3S-CH,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-C220-M3S-CH2,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-CABLE1,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-CMA1,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-CP-C220,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-FAN-C220M3,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-HS-C220M3,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-MRB-002-C460=,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCSC-PCIE-RL-C220,2021-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 Series Network Analysis Module (NAM-NX1),2022-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki ANT-11,2022-04-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki ANT-13,2022-04-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3064-X Switch,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B260 v2 Blade Server,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B460 M4 v2 Blade Server,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 6000 Series Switches,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 9513 Director,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco 9506 Director,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 Series Supervisor 1 Module Compact Flash Memory,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9506 Director,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9500 Family Fiber Channel Switching Modules,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
9500 Series Supervisor 2A,2022-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Small Business 300 Series Managed Switches,2022-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 9500 48-Port 1/10GBASE-T,2022-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5505 Adaptive Security Appliance,2022-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5512-X,2022-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX60,2022-10-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX60W,2022-10-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR12,2022-10-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 9300 Series 93128TX Switch,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 F2-Series Enhanced 48-Port Fiber 10 Gigabit Ethernet Module,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 F2-Series Enhanced 48-Port Fiber 1 Gigabit Ethernet Module,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7700 F2-Series Enhanced 48-Port Fiber 1 Gigabit Ethernet Module,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
C1-N9K-C93128TX,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7700 F2-Series Enhanced 48-Port Fiber 10 Gigabit Ethernet Module,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
N9K-C93128TX,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
N9K-C93128TX-BA-L3,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
N9K-C93128TX-FA-L3,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
N9K-C93128TX2,2022-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS320 power supply and fan,2022-11-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS420 power supply and fan,2022-11-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
3900 Series Integrated Routers,2022-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B260 v3 Blade Server,2022-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B460 v3 Blade Server,2022-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
2900 Series Integrated Services Router Modules,2022-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
2900 Series Integrated Routers,2022-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
3900 Series Integrated Services Router Modules,2022-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 9300,2023-02-19,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
C1-N9K-C9396TX,2023-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
N9K-C9396TX,2023-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 9396TX Switch,2023-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 9396PX Switch,2023-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR26,2023-05-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki AC-MR-1-XX,2023-05-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5585-X Adaptive Security Appliance,2023-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX80,2023-08-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5506W-X WiFi Security Appliances,2023-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR34,2023-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS420,2023-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 4500 Supervisor Engine 7L-E,2023-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR18 Cloud Managed AP,2024-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR32,2024-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 9332PQ Switch,2024-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS320 Series,2024-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR72,2024-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 M2-Series 6-Port 40 Gigabit Ethernet Module with XL Option,2024-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 Supervisor 1 8GB Memory Upgrade Kit,2024-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 5596UP Switch,2024-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 5500 Series Switches,2024-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR66,2024-06-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS220-24 L2,2024-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS220-48 L2,2024-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS220-48LP L2,2024-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS220-48FP L2,2024-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS220 Series,2024-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3164Q,2024-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR62,2024-11-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus N3K-C3064-FAN,2025-01-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus N3K-C3064-FAN-B,2025-01-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 7000 M2-Series 2-Port 100 Gigabit Ethernet Module with XL,2025-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3132Q-X Switch,2025-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3264Q Switch,2025-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3132Q-XL Switch,2025-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX400,2025-05-20,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX800,2025-05-20,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki Z1,2025-07-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS220-8,2025-07-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX65,2025-07-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3048 Switch,2025-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 93180LC-EX,2025-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Connectrix-Brocade DS-6510R-8GB,2025-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 34180YC Switch,2025-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Nexus 3464C Switch,2025-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MV21,2026-06-19,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MV71,2026-06-19,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR84,2026-06-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR33,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR45,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR52,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR53,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR53E,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR74,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MR42,2026-07-21,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5515-X,2026-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5506-X,2026-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ASA 5508-X,2026-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MX84,2026-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Meraki MS390 4x10GE Module (MA-MOD-4×10),2026-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS-E vSAN,2026-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
